户型,建筑面积,朝向,楼层,装修,建筑年代,电梯,产权性质,住宅类别,建筑结构,建筑类别,区域,学校,总价,单价
4室2厅 ,125平米,南,中层,毛坯,2019年,无 ,商品房,普通住宅,平层,板楼,岳麓,0,218.8,17500元/平米
4室2厅 ,125平米,南,高层,精装修,2006年,有 ,商品房,普通住宅,平层,板楼,长沙县,0,115,9200元/平米
4室2厅 ,125平米,南,中层,简装修,2005年,无 ,个人产权,普通住宅,平层,钢混,天心,0,112,8960元/平米
4室2厅 ,125平米,南,低层,精装修,2001年,无 ,个人产权,普通住宅,平层,钢混,天心,0,128,10240元/平米
4室2厅 ,125平米,南,低层,简装修,1998年,无 ,商品房,普通住宅,平层,砖混,天心,0,125,10000元/平米
4室2厅 ,126.01平米,南,高层,简装修,2000年,无 ,个人产权,普通住宅,平层,板楼,开福,0,187,14841元/平米
4室2厅 ,126.08平米,东南,中层,毛坯,2015年,无 ,商品房,普通住宅,平层,板楼,天心,1,140,11105元/平米
4室2厅 ,126.08平米,东南,高层,精装修,2014年,无 ,个人产权,普通住宅,,板楼,天心,0,140,11105元/平米
4室2厅 ,126.08平米,南,高层,简装修,1996年,有 ,商品房,普通住宅,,板楼,岳麓,0,113,8963元/平米
4室2厅 ,126.08平米,南,低层,精装修,2002年,有 ,商品房,,,板楼,岳麓,0,116,9201元/平米
4室2厅 ,126.31平米,南,中层,中装修,,有 ,商品房,普通住宅,平层,塔板结合,雨花,1,158.8,12573元/平米
4室2厅 ,126.31平米,南,中层,精装修,,无 ,个人产权,普通住宅,平层,塔楼,雨花,1,166.6,13190元/平米
4室2厅 ,126.39平米,东南,中层,精装修,2010年,有 ,商品房,普通住宅,平层,板楼,天心,0,122,9653元/平米
4室2厅 ,126.44平米,南,中层,简装修,1999年,无 ,个人产权,普通住宅,平层,板楼,长沙县,0,112,8858元/平米
4室2厅 ,126.56平米,南,高层,毛坯,2020年,有 ,商品房,普通住宅,平层,,岳麓,0,140,11062元/平米
4室2厅 ,126.58平米,南,中层,中装修,2008年,有 ,个人产权,普通住宅,平层,,开福,0,160,12641元/平米
4室2厅 ,126.58平米,南,低层,简装修,2009年,有 ,个人产权,普通住宅,平层,板楼,开福,1,160,12641元/平米
4室2厅 ,126.69平米,南,高层,简装修,2000年,无 ,普通商品房,普通住宅,平层,板楼,雨花,1,145,11446元/平米
4室2厅 ,126.6平米,北,中层,毛坯,2016年,有 ,个人产权,普通住宅,平层,钢混,雨花,1,168,13271元/平米
4室2厅 ,126.71平米,南,高层,简装修,2000年,无 ,商品房,普通住宅,,板楼,长沙县,0,117,9234元/平米
4室2厅 ,126.81平米,北,中层,精装修,2016年,有 ,商品房(免税),普通住宅,平层,板楼,长沙县,0,88.6,6987元/平米
4室2厅 ,126.83平米,南,低楼层,暂无,,,,,,,雨花,1,172,13562元/平米
4室2厅 ,126.83平米,南,中层,精装修,2000年,有 ,商品房,普通住宅,,板楼,雨花,0,172,13562元/平米
4室2厅 ,126.85平米,南,低楼层,暂无,,,,,,,芙蓉,0,84.8,6686元/平米
4室2厅 ,126.8平米,南,高层,精装修,1998年,无 ,个人产权,普通住宅,平层,,望城,0,137,10805元/平米
4室2厅 ,126.96平米,南,中楼层,暂无,,,,,,,雨花,0,180,14178元/平米
4室2厅 ,126.99平米,南,低层,简装修,2006年,有 ,商品房,普通住宅,平层,板楼,岳麓,1,178,14017元/平米
4室2厅 ,126.99平米,南,高层,毛坯,2015年,有 ,商品房,普通住宅,平层,板楼,岳麓,0,178,14017元/平米
4室2厅 ,126.9平米,南,低层,精装修,2014年,无 ,商品房,普通住宅,平层,板楼,长沙县,1,138.8,10938元/平米
4室2厅 ,126平米,北,高层,精装修,2017年,有 ,商品房,普通住宅,,板楼,开福,1,100,7937元/平米
4室2厅 ,126平米,南,低层,中装修,2007年,有 ,个人产权,普通住宅,平层,钢混,长沙县,0,93.5,7421元/平米
4室2厅 ,126平米,南,高层,精装修,2010年,无 ,商品房,普通住宅,,板楼,岳麓,0,195,15477元/平米
4室2厅 ,126平米,南,中层,简装修,2010年,无 ,商品房,普通住宅,平层,板楼,长沙县,0,98,7778元/平米
4室2厅 ,126平米,南,低楼层,暂无,,,,,,,长沙县,0,115,9127元/平米
4室2厅 ,126平米,南,低层,简装修,2001年,有 ,商品房,普通住宅,平层,板楼,芙蓉,0,218.8,17366元/平米
4室2厅 ,126平米,南,低层,精装修,2015年,有 ,商品房,,,板楼,长沙县,1,99.8,7921元/平米
4室2厅 ,126平米,南,低层,暂无,2015年,有 ,商品房,普通住宅,平层,板楼,长沙县,1,99.8,7921元/平米
4室2厅 ,126平米,南,高层,精装修,2006年,无 ,商品房,普通住宅,平层,板楼,长沙县,1,112.8,8953元/平米
4室2厅 ,126平米,南,低楼层,暂无,,,,,,,长沙县,0,112.8,8953元/平米
4室2厅 ,126平米,南,中楼层,暂无,,,,,,,长沙县,1,82,6508元/平米
4室2厅 ,126平米,南,暂无,暂无,,,,,,,岳麓,0,142,11270元/平米
4室2厅 ,126平米,南,中层,精装修,2008年,有 ,商品房,,,板楼,岳麓,1,131,10397元/平米
4室2厅 ,126平米,南,中楼层,暂无,,,,,,,岳麓,1,186,14762元/平米
4室2厅 ,126平米,南,中层,毛坯,2019年,有 ,商品房,普通住宅,平层,板楼,长沙县,1,107,8493元/平米
4室2厅 ,126平米,南,高层,精装修,2016年,有 ,商品房,普通住宅,平层,塔楼,天心,0,160,12699元/平米
4室2厅 ,126平米,南,中层,精装修,2008年,无 ,商品房(免税),普通住宅,平层,板楼,天心,0,119.8,9508元/平米
4室2厅 ,126平米,西南,高楼层,暂无,1900-01-01年,,,,,,开福,1,195,15477元/平米
4室2厅 ,126平米,西南,中层,毛坯,2008年,有 ,个人产权,普通住宅,平层,板楼,望城,0,149,11826元/平米
4室2厅 ,126平米,西南,中层,精装修,2003年,有 ,个人产权,普通住宅,平层,钢混,望城,0,124.9,9913元/平米
4室2厅 ,127.08平米,南,低层,简装修,2006年,无 ,个人产权,普通住宅,平层,平房,开福,0,158.8,12497元/平米
4室2厅 ,127.12平米,南,中层,精装修,2002年,有 ,商品房,,,板楼,雨花,1,139.3,10959元/平米
4室2厅 ,127.32平米,南,高层,豪华装修,2008年,有 ,商品房,普通住宅,平层,板楼,芙蓉,0,112,8797元/平米
4室2厅 ,127.34平米,东南,高楼层,暂无,,,,,,,岳麓,0,109.8,8623元/平米
4室2厅 ,127.44平米,南,高层,简装修,2009年,无 ,商品房,普通住宅,平层,板楼,浏阳,0,67,5258元/平米
4室2厅 ,127.5平米,南,中楼层,暂无,,,,,,,长沙县,0,98,7687元/平米
4室2厅 ,127.5平米,南,中楼层,暂无,,,,,,,长沙县,1,98,7687元/平米
4室2厅 ,127.62平米,东南,高楼层,暂无,,,,,,,雨花,1,152.8,11974元/平米
4室2厅 ,127.64平米,南,中层,简装修,2015年,有 ,商品房,普通住宅,平层,钢混,雨花,0,161,12614元/平米
4室2厅 ,127.68平米,南,低楼层,暂无,,,,,,,雨花,0,192,15038元/平米
4室2厅 ,127.78平米,北,高层,简装修,2000年,有 ,商品房,普通住宅,,板楼,长沙县,0,90.8,7106元/平米
4室2厅 ,127.78平米,南,高层,精装修,1999年,无 ,商品房,,,板楼,长沙县,1,91.8,7185元/平米
4室2厅 ,127.78平米,南,高层,精装修,2014年,有 ,个人产权,普通住宅,平层,板楼,长沙县,1,91.8,7185元/平米
4室2厅 ,127.7平米,南,低层,简装修,2005年,无 ,商品房,普通住宅,平层,钢混,雨花,0,143,11199元/平米
4室2厅 ,127.84平米,南,中层,暂无,1999年,无 ,商品房,普通住宅,平层,砖混,芙蓉,1,102.8,8042元/平米
4室2厅 ,127.8平米,南,高层,毛坯,2004年,有 ,商品房,普通住宅,,板楼,长沙县,0,128,10016元/平米
4室2厅 ,127.98平米,南,低层,精装修,2015年,有 ,商品房,普通住宅,平层,钢混,雨花,0,188,14690元/平米
4室2厅 ,127平米,南,低层,精装修,1995年,无 ,个人产权,普通住宅,平层,钢混,岳麓,0,119,9371元/平米
4室2厅 ,127平米,南,中层,毛坯,2020年,有 ,个人产权,普通住宅,平层,板楼,天心,1,93,7323元/平米
4室2厅 ,127平米,南,中层,简装修,2008年,有 ,个人产权,普通住宅,,,望城,0,113,8898元/平米
4室2厅 ,127平米,南,低层,中装修,2004年,无 ,个人产权,普通住宅,平层,钢混,长沙县,1,131.5,10355元/平米
4室2厅 ,127平米,南,中层,中装修,2015年,有 ,商品房,普通住宅,平层,板楼,开福,1,175,13780元/平米
4室2厅 ,127平米,南,低层,简装修,2008年,无 ,个人产权,普通住宅,平层,板楼,望城,0,120,9449元/平米
4室2厅 ,127平米,南,高层,中装修,2005年,无 ,个人产权,普通住宅,平层,砖混,岳麓,1,115,9056元/平米
4室2厅 ,127平米,南,中层,精装修,2019年,有 ,商品房,普通住宅,平层,板楼,长沙县,0,115,9056元/平米
4室2厅 ,128.02平米,南,高层,毛坯,2017年,有 ,个人产权,普通住宅,平层,,长沙县,0,128,9999元/平米
4室2厅 ,128.13平米,南,低层,简装修,2002年,无 ,个人产权,普通住宅,平层,板楼,望城,0,95.8,7477元/平米
4室2厅 ,128.13平米,南,高层,简装修,,无 ,经济适用房,经济适用房,平层,,望城,1,95.8,7477元/平米
4室2厅 ,128.22平米,南,低楼层,暂无,,,,,,,天心,0,164.5,12830元/平米
4室2厅 ,128.22平米,南,低层,简装修,2005年,有 ,经济适用房,普通住宅,,板楼,天心,1,139.8,10904元/平米
4室2厅 ,128.22平米,南,高楼层,暂无,,,,,,,天心,1,162,12635元/平米
4室2厅 ,128.22平米,南,中层,精装修,2012年,有 ,个人产权,普通住宅,平层,板楼,天心,0,162,12635元/平米
4室2厅 ,128.34平米,东南,中楼层,暂无,,,,,,,雨花,0,114,8883元/平米
4室2厅 ,128.3平米,南,高层,精装修,2006年,有 ,商品房,普通住宅,平层,板楼,雨花,0,168,13095元/平米
4室2厅 ,128.3平米,南,中层,精装修,2016年,无 ,商品房(免税),普通住宅,平层,板楼,雨花,1,179.5,13991元/平米
4室2厅 ,128.49平米,南,高层,毛坯,2016年,无 ,商品房,普通住宅,开间,板楼,岳麓,0,282,21948元/平米
4室2厅 ,128.54平米,南,低层,毛坯,2016年,有 ,个人产权,普通住宅,平层,钢混,开福,1,207,16104元/平米
4室2厅 ,128.55平米,东南,中楼层,暂无,,,,,,,长沙县,0,128.8,10020元/平米
4室2厅 ,128.55平米,南,中层,简装修,1996年,无 ,商品房,普通住宅,,板楼,天心,0,167,12992元/平米
4室2厅 ,128.56平米,北,低层,精装修,2005年,无 ,个人产权,普通住宅,,板楼,天心,1,264.8,20598元/平米
4室2厅 ,128.5平米,南,暂无,暂无,,,,,,,天心,0,138,10740元/平米
4室2厅 ,128.5平米,南,中层,精装修,,有 ,商品房,普通住宅,平层,,望城,0,95,7393元/平米
4室2厅 ,128.63平米,西,中楼层,暂无,,,,,,,芙蓉,0,164.8,12812元/平米
4室2厅 ,128.69平米,南,中层,精装修,2010年,无 ,个人产权,普通住宅,平层,板楼,雨花,0,142,11035元/平米
4室2厅 ,128.69平米,南,低层,毛坯,2017年,,,,,,雨花,1,142,11035元/平米
4室2厅 ,128.87平米,南,高层,简装修,1993年,无 ,商品房,普通住宅,平层,板楼,长沙县,1,120,9312元/平米
4室2厅 ,128.8平米,南,低层,简装修,2007年,有 ,商品房(免税),普通住宅,平层,板楼,望城,1,116.5,9046元/平米
4室2厅 ,128平米,南,高层,精装修,2005年,无 ,商品房,,,板楼,开福,0,142,11094元/平米
4室2厅 ,128平米,南,中层,简装修,2008年,有 ,个人产权,普通住宅,平层,板楼,开福,0,115,8985元/平米
4室2厅 ,128平米,南,中层,精装修,2008年,无 ,个人产权,普通住宅,平层,钢混,长沙县,1,128,10000元/平米
4室2厅 ,128平米,南,中层,精装修,2010年,有 ,商品房,,,板楼,岳麓,0,278,21719元/平米
4室2厅 ,128平米,南,中层,精装修,,无 ,商品房,普通住宅,平层,板楼,望城,0,105,8204元/平米
4室2厅 ,128平米,南,高层,精装修,1999年,无 ,商品房,普通住宅,,板楼,开福,0,98.8,7719元/平米
4室2厅 ,128平米,南,低层,精装修,2006年,有 ,个人产权,普通住宅,平层,平房,长沙县,0,100,7813元/平米
4室2厅 ,129.04平米,南,中楼层,暂无,,,,,,,天心,0,137,10617元/平米
4室2厅 ,129.09平米,南,中楼层,暂无,,,,,,,长沙县,0,132.8,10288元/平米
4室2厅 ,129.17平米,南,低楼层,暂无,,,,,,,岳麓,0,162,12542元/平米
4室2厅 ,129.18平米,南,低层,简装修,2003年,有 ,商品房,,,板楼,雨花,1,195,15096元/平米
4室2厅 ,129.18平米,南,高层,精装修,2010年,有 ,个人产权,普通住宅,平层,板楼,雨花,0,195,15096元/平米
4室2厅 ,129.27平米,南,低层,毛坯,2016年,有 ,个人产权,普通住宅,平层,钢混,天心,1,130,10057元/平米
4室2厅 ,129.34平米,南,高楼层,暂无,,,,,,,芙蓉,0,93,7191元/平米
4室2厅 ,129.34平米,南,高层,精装修,2012年,有 ,商品房,普通住宅,,板楼,芙蓉,0,86.8,6711元/平米
4室2厅 ,129.41平米,南,低层,简装修,2010年,无 ,个人产权,普通住宅,平层,钢混,岳麓,0,285,22024元/平米
4室2厅 ,129.56平米,南,中层,简装修,2018年,有 ,商品房,普通住宅,,板楼,雨花,0,107,8259元/平米
4室2厅 ,129.56平米,南,低层,精装修,2003年,有 ,商品房(免税),普通住宅,平层,板楼,雨花,1,112.1,8653元/平米
4室2厅 ,129.56平米,南,高层,简装修,2014年,无 ,个人产权,普通住宅,平层,塔楼,雨花,0,112.1,8653元/平米
4室2厅 ,129.65平米,东南,低层,精装修,2005年,有 ,个人产权,普通住宅,平层,板楼,天心,0,110,8485元/平米
4室2厅 ,129.88平米,南,中层,精装修,2009年,有 ,商品房(免税),普通住宅,平层,板楼,雨花,1,102,7854元/平米
4室2厅 ,129.88平米,南,高层,简装修,2003年,有 ,个人产权,普通住宅,平层,板楼,天心,1,129.9,10000元/平米
4室2厅 ,129.88平米,西南,低层,简装修,2011年,有 ,个人产权,普通住宅,平层,板楼,雨花,1,107.8,8300元/平米
4室2厅 ,129.89平米,南,高楼层,暂无,,,,,,,长沙县,1,123,9470元/平米
4室2厅 ,129.89平米,南,低层,豪华装修,2002年,有 ,商品房,普通住宅,平层,塔楼,岳麓,0,158,12165元/平米
4室2厅 ,129.8平米,东南,中楼层,暂无,,,,,,,雨花,0,168,12943元/平米
4室2厅 ,129.8平米,南,低层,简装修,2010年,无 ,商品房,普通住宅,平层,板楼,开福,0,105,8090元/平米
4室2厅 ,129.8平米,南,低楼层,暂无,,,,,,,开福,0,105,8090元/平米
4室2厅 ,129.93平米,南,高层,简装修,2012年,有 ,个人产权,普通住宅,平层,钢混,雨花,1,228,17548元/平米
4室2厅 ,129.97平米,南,低层,简装修,2001年,无 ,商品房,普通住宅,,,天心,0,121,9310元/平米
4室2厅 ,129.97平米,南,中层,简装修,1997年,无 ,个人产权,,,板楼,天心,0,121,9310元/平米
4室2厅 ,129.97平米,南,低层,精装修,2008年,无 ,商品房(免税),普通住宅,平层,板楼,开福,1,189,14542元/平米
4室2厅 ,129平米,南,高层,精装修,1999年,有 ,个人产权,普通住宅,平层,钢混,天心,0,152,11783元/平米
4室2厅 ,129平米,南,低楼层,暂无,,,,,,,芙蓉,1,135,10466元/平米
4室2厅 ,129平米,南,高层,精装修,2020年,有 ,个人产权,普通住宅,,板楼,芙蓉,0,142,11008元/平米
4室2厅 ,129平米,南,高层,精装修,2008年,有 ,商品房,,,板楼,长沙县,1,140,10853元/平米
4室2厅 ,129平米,南,低层,精装修,2014年,有 ,商品房,普通住宅,,板楼,长沙县,1,118,9148元/平米
4室2厅 ,129平米,南,中层,毛坯,2015年,有 ,经济适用房,普通住宅,平层,,长沙县,0,143,11086元/平米
4室2厅 ,129平米,南,中层,毛坯,2018年,有 ,个人产权,普通住宅,平层,板楼,雨花,0,108,8373元/平米
4室2厅 ,129平米,南,低楼层,暂无,,,,,,,芙蓉,0,120,9303元/平米
4室2厅 ,130.02平米,南,高层,毛坯,2016年,有 ,商品房,普通住宅,平层,钢混,雨花,0,104,7999元/平米
4室2厅 ,130.02平米,南,高层,精装修,2006年,有 ,个人产权,普通住宅,平层,板楼,雨花,0,104,7999元/平米
4室2厅 ,130.03平米,东南,高楼层,暂无,,,,,,,岳麓,1,166,12767元/平米
4室2厅 ,130.03平米,南,低层,中装修,2008年,有 ,商品房,普通住宅,平层,钢混,岳麓,1,166.8,12828元/平米
4室2厅 ,130.15平米,南,中层,简装修,2006年,有 ,商品房,普通住宅,平层,板楼,雨花,0,200,15367元/平米
4室2厅 ,130.16平米,南,低层,精装修,2014年,有 ,商品房,普通住宅,平层,板楼,岳麓,1,90,6915元/平米
4室2厅 ,130.21平米,南,中层,精装修,2011年,有 ,个人产权,普通住宅,平层,钢混,岳麓,0,235,18048元/平米
4室2厅 ,130.22平米,东南,中层,豪华装修,2018年,有 ,商品房,普通住宅,平层,板楼,岳麓,1,200,15359元/平米
4室2厅 ,130.25平米,南,中层,简装修,2000年,无 ,商品房,普通住宅,,板楼,雨花,1,108.8,8354元/平米
4室2厅 ,130.29平米,南,中楼层,暂无,,,,,,,岳麓,0,215,16502元/平米
4室2厅 ,130.39平米,东南,高层,简装修,2000年,无 ,商品房,,,板楼,岳麓,0,170,13038元/平米
4室2厅 ,130.3平米,南,高层,精装修,2002年,有 ,个人产权,普通住宅,平层,板楼,岳麓,1,168,12894元/平米
4室2厅 ,130.3平米,南,中层,中装修,2010年,无 ,商品房,普通住宅,平层,板楼,天心,0,134,10284元/平米
4室2厅 ,130.3平米,南,低楼层,暂无,,,,,,,天心,0,126,9670元/平米
4室2厅 ,130.45平米,南,低层,中装修,2001年,有 ,个人产权,普通住宅,平层,板楼,长沙县,1,130,9966元/平米
4室2厅 ,130.48平米,南,高层,豪华装修,1998年,无 ,房改房,普通住宅,平层,板楼,岳麓,0,130,9964元/平米
4室2厅 ,130.57平米,东,中层,精装修,2008年,无 ,经济适用房,普通住宅,平层,板楼,雨花,1,127.8,9788元/平米
4室2厅 ,130.5平米,南,高层,精装修,2004年,无 ,商品房,,,板楼,芙蓉,1,93.5,7165元/平米
4室2厅 ,130.5平米,南,中楼层,暂无,,,,,,,芙蓉,1,93.5,7165元/平米
4室2厅 ,130.5平米,南,中层,中装修,2002年,无 ,个人产权,普通住宅,平层,板楼,岳麓,1,228,17472元/平米
4室2厅 ,130.81平米,西南,低层,简装修,2002年,无 ,个人产权,普通住宅,平层,板楼,开福,1,195,14908元/平米
4室2厅 ,130.82平米,南,高层,中装修,2014年,有 ,个人产权,普通住宅,平层,钢混,芙蓉,1,170,12995元/平米
4室2厅 ,130.83平米,南,低层,简装修,,有 ,商品房,普通住宅,平层,,芙蓉,1,180,13759元/平米
4室2厅 ,130.84平米,南,低楼层,暂无,,,,,,,芙蓉,0,145,11083元/平米
4室2厅 ,130.8平米,南,中层,精装修,2008年,有 ,商品房,普通住宅,平层,钢混,雨花,0,148,11315元/平米
4室2厅 ,130.93平米,南,低层,精装修,2014年,有 ,商品房,,,板楼,岳麓,1,160,12221元/平米
4室2厅 ,130.94平米,东南,中层,中装修,2010年,有 ,个人产权,普通住宅,平层,钢混,岳麓,1,195,14893元/平米
4室2厅 ,130平米,东南,高楼层,暂无,,,,,,,天心,0,178,13693元/平米
4室2厅 ,130平米,东南,中楼层,暂无,,,,,,,岳麓,1,188.5,14500元/平米
4室2厅 ,130平米,南,高楼层,暂无,,,,,,,雨花,1,139,10693元/平米
4室2厅 ,130平米,南,低层,简装修,2004年,有 ,个人产权,普通住宅,平层,钢混,岳麓,1,198,15231元/平米
4室2厅 ,130平米,南,高楼层,暂无,,,,,,,望城,0,91,7000元/平米
