户型,建筑面积,朝向,楼层,装修,建筑年代,电梯,产权性质,住宅类别,建筑结构,建筑类别,区域,学校,总价,单价
3室2厅 ,115平米,南,高层,中装修,2002年,无 ,个人产权,普通住宅,平层,钢混,长沙县,0,66.8,5809元/平米
3室2厅 ,115平米,南,中层,精装修,2005年,无 ,商品房,普通住宅,平层,板楼,长沙县,1,55.6,4835元/平米
3室2厅 ,115平米,南,中层,精装修,2012年,有 ,个人产权,普通住宅,平层,板楼,长沙县,0,98.8,8592元/平米
3室2厅 ,115平米,南,低层,简装修,2001年,无 ,个人产权,普通住宅,平层,钢混,长沙县,1,51.8,4505元/平米
3室2厅 ,115平米,南,高层,精装修,2012年,有 ,商品房,普通住宅,,板楼,长沙县,0,110,9566元/平米
3室2厅 ,115平米,南,低楼层,暂无,,,,,,,长沙县,0,110,9566元/平米
3室2厅 ,115平米,南,高层,精装修,2008年,有 ,个人产权,普通住宅,平层,塔楼,开福,0,130,11305元/平米
3室2厅 ,115平米,南,低层,毛坯,2015年,有 ,商品房,普通住宅,平层,板楼,开福,1,130,11305元/平米
3室2厅 ,115平米,南,低层,精装修,2009年,有 ,商品房,普通住宅,,板楼,天心,0,100,8696元/平米
3室2厅 ,115平米,南,中层,毛坯,2022年,有 ,个人产权,普通住宅,平层,塔楼,长沙县,0,68,5914元/平米
3室2厅 ,115平米,南,高层,精装修,2010年,有 ,商品房,,,板楼,望城,0,115,10000元/平米
3室2厅 ,115平米,南,中层,精装修,2000年,无 ,个人产权,普通住宅,平层,,长沙县,1,52.8,4592元/平米
3室2厅 ,115平米,南,低层,精装修,2004年,有 ,个人产权,普通住宅,平层,板楼,长沙县,1,52.8,4592元/平米
3室2厅 ,115平米,南,中层,精装修,2002年,有 ,商品房,,,板楼,长沙县,1,56,4870元/平米
3室2厅 ,115平米,南,中层,中装修,2002年,无 ,商品房,普通住宅,平层,钢混,长沙县,0,51.8,4505元/平米
3室2厅 ,115平米,南,中层,精装修,2003年,有 ,商品房,普通住宅,,板楼,长沙县,0,65,5653元/平米
3室2厅 ,115平米,南,高层,中装修,2004年,无 ,个人产权,普通住宅,平层,砖楼,岳麓,0,98,8522元/平米
3室2厅 ,116.03平米,南,高层,毛坯,2002年,无 ,商品房,普通住宅,平层,,岳麓,0,285,24563元/平米
3室2厅 ,116.05平米,南,低层,精装修,2008年,有 ,商品房,普通住宅,,板楼,开福,1,125,10772元/平米
3室2厅 ,116.11平米,南,中层,简装修,2007年,无 ,个人产权,普通住宅,平层,板楼,岳麓,0,123.8,10663元/平米
3室2厅 ,116.15平米,南,高楼层,暂无,,,,,,,岳麓,1,118,10160元/平米
3室2厅 ,116.16平米,南,高层,简装修,2006年,有 ,商品房,普通住宅,,板楼,开福,0,106,9126元/平米
3室2厅 ,116.19平米,南,中层,简装修,2003年,有 ,商品房,,,板楼,长沙县,0,125,10759元/平米
3室2厅 ,116.19平米,南,低楼层,暂无,1900-01-01年,,,,,,长沙县,1,47.8,4114元/平米
3室2厅 ,116.19平米,南,高楼层,暂无,,,,,,,长沙县,0,82,7058元/平米
3室2厅 ,116.19平米,南,中层,精装修,2011年,有 ,个人产权,普通住宅,平层,钢混,开福,1,101,8693元/平米
3室2厅 ,116.21平米,南,中层,简装修,2008年,有 ,商品房(免税),普通住宅,平层,板楼,岳麓,0,148,12736元/平米
3室2厅 ,116.27平米,北,低楼层,暂无,,,,,,,长沙县,0,81.8,7036元/平米
3室2厅 ,116.27平米,东南,高层,简装修,2000年,有 ,商品房,,,板楼,芙蓉,1,107.5,9246元/平米
3室2厅 ,116.27平米,南,中层,精装修,2011年,有 ,个人产权,普通住宅,平层,板楼,雨花,0,119,10235元/平米
3室2厅 ,116.27平米,南,低层,精装修,2010年,无 ,个人产权,普通住宅,平层,板楼,雨花,1,116,9972元/平米
3室2厅 ,116.28平米,南,低层,简装修,,无 ,商品房,普通住宅,平层,,望城,0,105,9030元/平米
3室2厅 ,116.32平米,南,低楼层,暂无,,,,,,,雨花,0,96.8,8322元/平米
3室2厅 ,116.32平米,南,低层,精装修,2012年,无 ,商品房,普通住宅,,板楼,雨花,1,96.8,8322元/平米
3室2厅 ,116.33平米,南,高层,简装修,2002年,有 ,商品房,普通住宅,,板楼,开福,1,110,9456元/平米
3室2厅 ,116.33平米,南,低层,精装修,2012年,有 ,商品房,,,板楼,开福,0,110,9456元/平米
3室2厅 ,116.34平米,东南,高层,毛坯,2016年,有 ,个人产权,普通住宅,平层,板楼,芙蓉,1,147.8,12705元/平米
3室2厅 ,116.34平米,南,低层,简装修,2004年,无 ,商品房,普通住宅,平层,钢混,开福,1,123.8,10642元/平米
3室2厅 ,116.34平米,南,中层,精装修,2012年,有 ,商品房,普通住宅,,板楼,开福,1,106,9112元/平米
3室2厅 ,116.39平米,南,高层,精装修,2007年,有 ,个人产权,普通住宅,平层,钢混,长沙县,1,100,8592元/平米
3室2厅 ,116.39平米,南,中层,精装修,2004年,无 ,商品房,普通住宅,平层,板楼,长沙县,0,106,9108元/平米
3室2厅 ,116.39平米,南,中层,简装修,2003年,有 ,个人产权,普通住宅,平层,板楼,长沙县,1,106,9108元/平米
3室2厅 ,116.43平米,东南,高楼层,暂无,,,,,,,岳麓,1,186,15976元/平米
3室2厅 ,116.43平米,南,中层,暂无,2005年,有 ,商品房,普通住宅,平层,板楼,长沙县,0,126,10822元/平米
3室2厅 ,116.44平米,南,高层,简装修,,无 ,个人产权,普通住宅,平层,板楼,开福,0,82,7043元/平米
3室2厅 ,116.45平米,南,中层,中装修,2005年,无 ,个人产权,普通住宅,平层,塔楼,芙蓉,0,106,9103元/平米
3室2厅 ,116.4平米,南,中层,精装修,2001年,有 ,个人产权,普通住宅,平层,塔楼,长沙县,0,118,10138元/平米
3室2厅 ,116.4平米,南,高层,简装修,2006年,有 ,商品房,普通住宅,,板楼,芙蓉,1,130,11169元/平米
3室2厅 ,116.4平米,南,高层,简装修,1990年,有 ,经济适用房,普通住宅,平层,,芙蓉,1,101.9,8755元/平米
3室2厅 ,116.4平米,南,中层,精装修,2012年,无 ,个人产权,普通住宅,平层,钢混,长沙县,1,120,10310元/平米
3室2厅 ,116.51平米,南,中楼层,暂无,,,,,,,芙蓉,1,82,7039元/平米
3室2厅 ,116.54平米,东南,中层,毛坯,2015年,有 ,个人产权,普通住宅,平层,钢混,望城,1,98,8410元/平米
3室2厅 ,116.57平米,南,低楼层,暂无,,,,,,,岳麓,0,96,8236元/平米
3室2厅 ,116.57平米,南,低层,简装修,2004年,有 ,商品房,普通住宅,,板楼,岳麓,0,115,9866元/平米
3室2厅 ,116.5平米,南,高层,精装修,2012年,有 ,商品房,普通住宅,平层,板楼,天心,1,90,7726元/平米
3室2厅 ,116.5平米,南,高层,毛坯,2016年,有 ,商品房,普通住宅,平层,塔楼,天心,1,90,7726元/平米
3室2厅 ,116.67平米,南,中层,毛坯,2018年,有 ,个人产权,普通住宅,平层,塔板结合,望城,1,112,9600元/平米
3室2厅 ,116.67平米,南,中层,毛坯,,有 ,个人产权,普通住宅,平层,钢混,望城,0,112,9600元/平米
3室2厅 ,116.71平米,南,低层,暂无,,无 ,个人产权,,平层,,岳麓,0,187,16023元/平米
3室2厅 ,116.72平米,南,高层,简装修,2010年,无 ,商品房,普通住宅,平层,钢混,望城,0,97.8,8380元/平米
3室2厅 ,116.74平米,东,低层,中装修,2002年,无 ,商品房,普通住宅,平层,,岳麓,1,245,20987元/平米
3室2厅 ,116.74平米,南,低层,精装修,2009年,有 ,商品房,,,板楼,长沙县,1,86,7367元/平米
3室2厅 ,116.74平米,南,中层,中装修,1998年,有 ,商品房,普通住宅,平层,钢混,长沙县,1,86,7367元/平米
3室2厅 ,116.77平米,南,中楼层,暂无,,,,,,,天心,1,60,5139元/平米
3室2厅 ,116.78平米,南,低层,简装修,2004年,有 ,商品房,普通住宅,,板楼,开福,0,138,11818元/平米
3室2厅 ,116.78平米,南,中层,简装修,2000年,无 ,个人产权,普通住宅,平层,钢混,开福,1,138,11818元/平米
3室2厅 ,116.7平米,南,低层,毛坯,2016年,有 ,个人产权,普通住宅,平层,钢混,天心,1,101,8655元/平米
3室2厅 ,116.7平米,南,低层,精装修,2008年,有 ,商品房,,,板楼,天心,0,95,8141元/平米
3室2厅 ,116.86平米,南,中层,精装修,2006年,无 ,房本房,普通住宅,平层,板楼,长沙县,1,92,7873元/平米
3室2厅 ,116.87平米,南,低楼层,暂无,,,,,,,岳麓,0,260,22247元/平米
3室2厅 ,116.87平米,南,高层,简装修,2000年,有 ,商品房,普通住宅,,板楼,岳麓,0,260,22247元/平米
3室2厅 ,116.87平米,南,低层,精装修,2010年,,,,,,岳麓,0,260,22247元/平米
3室2厅 ,116.87平米,南,高层,简装修,2005年,有 ,商品房,普通住宅,,板楼,长沙县,0,130,11124元/平米
3室2厅 ,116.89平米,南,高层,简装修,2020年,有 ,商品房,普通住宅,平层,板楼,望城,1,103,8812元/平米
3室2厅 ,116.89平米,南,高层,精装修,2012年,有 ,商品房,普通住宅,,板楼,雨花,0,140,11978元/平米
3室2厅 ,116.89平米,南,高层,简装修,2000年,有 ,商品房,普通住宅,,板楼,望城,0,106,9069元/平米
3室2厅 ,116.8平米,南,中层,精装修,2007年,有 ,商品房,普通住宅,平层,塔楼,雨花,0,130,11131元/平米
3室2厅 ,116.92平米,南,低楼层,暂无,,,,,,,雨花,0,95,8126元/平米
3室2厅 ,116.92平米,南,高层,简装修,2006年,有 ,个人产权,普通住宅,平层,板楼,雨花,1,95,8126元/平米
3室2厅 ,116.92平米,南,低层,精装修,2016年,无 ,商品房,普通住宅,平层,板楼,天心,1,75,6415元/平米
3室2厅 ,116.93平米,南,中楼层,暂无,,,,,,,芙蓉,0,93,7954元/平米
3室2厅 ,116.95平米,南,高层,精装修,2012年,无 ,个人产权,普通住宅,平层,板楼,望城,0,108,9235元/平米
3室2厅 ,116.96平米,东,中层,精装修,2004年,无 ,个人产权,普通住宅,平层,板楼,芙蓉,0,188,16074元/平米
3室2厅 ,116.99平米,南,中层,精装修,2012年,有 ,商品房,普通住宅,平层,板楼,望城,1,119.5,10215元/平米
3室2厅 ,116.99平米,南,高层,精装修,2016年,有 ,商品房,普通住宅,,板楼,望城,1,124.3,10625元/平米
3室2厅 ,116.9平米,南,低层,精装修,2010年,有 ,商品房,普通住宅,平层,塔楼,开福,0,98,8384元/平米
3室2厅 ,116平米,东,高层,精装修,2016年,无 ,商品房,普通住宅,跃层,塔楼,岳麓,1,115,9914元/平米
3室2厅 ,116平米,东南,中层,精装修,2004年,有 ,商品房,普通住宅,平层,板楼,长沙县,0,135,11638元/平米
3室2厅 ,116平米,南,低楼层,暂无,,,,,,,长沙县,0,84.9,7319元/平米
3室2厅 ,116平米,南,中层,简装修,2009年,有 ,商品房,普通住宅,,板楼,天心,0,105,9052元/平米
3室2厅 ,116平米,南,中层,中装修,2003年,有 ,商品房,普通住宅,平层,板楼,开福,0,88,7587元/平米
3室2厅 ,116平米,南,低层,精装修,2004年,无 ,商品房,普通住宅,平层,板楼,天心,0,108,9311元/平米
3室2厅 ,116平米,南,中层,毛坯,2013年,有 ,经济适用房,,,,天心,0,108,9311元/平米
3室2厅 ,116平米,南,低层,精装修,2010年,有 ,个人产权,普通住宅,平层,板楼,开福,1,150,12932元/平米
3室2厅 ,116平米,南,低层,毛坯,2017年,有 ,个人产权,普通住宅,,钢混,雨花,1,91.5,7888元/平米
3室2厅 ,116平米,南,高层,精装修,2014年,有 ,个人产权,普通住宅,平层,钢混,岳麓,0,138,11897元/平米
3室2厅 ,116平米,南,中楼层,暂无,,,,,,,长沙县,1,145,12500元/平米
3室2厅 ,116平米,南,低层,精装修,2004年,有 ,商品房,普通住宅,平层,塔楼,芙蓉,0,83,7156元/平米
3室2厅 ,116平米,南,高层,精装修,2015年,有 ,商品房,普通住宅,开间,板楼,长沙县,0,82.5,7113元/平米
3室2厅 ,116平米,南,低层,精装修,2005年,无 ,个人产权,普通住宅,平层,,长沙县,1,82.5,7113元/平米
3室2厅 ,116平米,南,低楼层,暂无,,,,,,,长沙县,0,99.6,8585元/平米
3室2厅 ,116平米,南,高层,精装修,2000年,有 ,商品房,普通住宅,平层,板楼,开福,1,111,9569元/平米
3室2厅 ,116平米,南,低层,精装修,2012年,有 ,商品房,,,板楼,雨花,0,96.8,8345元/平米
3室2厅 ,116平米,南,高层,简装修,2004年,无 ,商品房,普通住宅,平层,板楼,天心,1,110,9483元/平米
3室2厅 ,116平米,南,高楼层,暂无,,,,,,,芙蓉,0,145,12500元/平米
3室2厅 ,116平米,南,低楼层,暂无,,,,,,,芙蓉,0,145,12500元/平米
3室2厅 ,116平米,南,低层,中装修,2002年,无 ,个人产权,普通住宅,,,岳麓,1,96,8276元/平米
3室2厅 ,116平米,南,高层,精装修,2000年,无 ,商品房,普通住宅,,板楼,长沙县,0,65,5604元/平米
3室2厅 ,116平米,南,高层,中装修,1998年,无 ,个人产权,普通住宅,平层,板楼,长沙县,0,65,5604元/平米
3室2厅 ,116平米,南,低楼层,暂无,2015年,,,,,,雨花,0,82,7069元/平米
3室2厅 ,116平米,南,中层,精装修,2008年,有 ,商品房,普通住宅,,板楼,雨花,0,82,7069元/平米
3室2厅 ,116平米,南,高层,精装修,2004年,无 ,商品房,普通住宅,平层,板楼,芙蓉,1,163,14052元/平米
3室2厅 ,116平米,南,低楼层,暂无,,,,,,,雨花,0,110,9483元/平米
3室2厅 ,116平米,南,中层,精装修,2000年,无 ,房改房,普通住宅,平层,,天心,0,117,10087元/平米
3室2厅 ,116平米,南,低层,简装修,2001年,无 ,商品房,,,板楼,宁乡,0,68,5863元/平米
3室2厅 ,116平米,南,中楼层,暂无,,,,,,,岳麓,0,102.8,8863元/平米
3室2厅 ,116平米,南,低层,精装修,2000年,无 ,商品房,普通住宅,平层,钢混,望城,1,116,10000元/平米
3室2厅 ,116平米,南,中层,精装修,2014年,有 ,商品房,普通住宅,平层,板楼,雨花,1,72.8,6276元/平米
3室2厅 ,116平米,南,中层,毛坯,2020年,有 ,商品房,普通住宅,平层,,望城,1,92.8,8000元/平米
3室2厅 ,116平米,南,高层,精装修,2000年,有 ,商品房,,,板楼,开福,0,108,9311元/平米
3室2厅 ,116平米,南,中层,毛坯,2016年,有 ,个人产权,普通住宅,平层,板楼,雨花,1,92,7932元/平米
3室2厅 ,116平米,南,高层,精装修,2012年,无 ,商品房,普通住宅,平层,板楼,芙蓉,1,128,11035元/平米
3室2厅 ,117.02平米,南,高层,简装修,2009年,无 ,个人产权,普通住宅,平层,砖混,芙蓉,0,168,14357元/平米
3室2厅 ,117.02平米,南,高楼层,暂无,,,,,,,芙蓉,0,134,11452元/平米
3室2厅 ,117.02平米,南,高层,简装修,2005年,有 ,商品房,普通住宅,平层,板楼,望城,0,130,11110元/平米
3室2厅 ,117.03平米,南,中楼层,暂无,,,,,,,雨花,0,155,13245元/平米
3室2厅 ,117.04平米,南,低层,精装修,2009年,有 ,商品房,,,塔楼,芙蓉,1,95,8117元/平米
3室2厅 ,117.08平米,南,中楼层,暂无,,,,,,,开福,1,90,7688元/平米
3室2厅 ,117.08平米,南,高层,精装修,2022年,有 ,商品房,普通住宅,平层,,岳麓,0,105,8969元/平米
3室2厅 ,117.09平米,南,高层,精装修,2006年,有 ,商品房,普通住宅,平层,板楼,岳麓,1,129.5,11060元/平米
3室2厅 ,117.11平米,南,低层,简装修,2006年,无 ,个人产权,普通住宅,平层,板楼,岳麓,0,145,12382元/平米
3室2厅 ,117.11平米,南,高楼层,暂无,,,,,,,岳麓,1,115,9820元/平米
3室2厅 ,117.11平米,南,中楼层,暂无,,,,,,,岳麓,1,115,9820元/平米
3室2厅 ,117.13平米,南,中楼层,暂无,,,,,,,岳麓,1,205,17502元/平米
3室2厅 ,117.16平米,北,高层,简装修,2003年,无 ,商品房,普通住宅,,板楼,雨花,1,108,9219元/平米
3室2厅 ,117.17平米,南,高层,精装修,2005年,无 ,商品房,,,板楼,开福,0,142,12120元/平米
3室2厅 ,117.17平米,南,中层,精装修,2011年,有 ,商品房,普通住宅,,板楼,开福,0,136,11608元/平米
3室2厅 ,117.17平米,南,中层,精装修,2017年,有 ,商品房(免税),普通住宅,平层,板楼,雨花,1,83.8,7153元/平米
3室2厅 ,117.19平米,南,低层,精装修,2003年,有 ,个人产权,普通住宅,平层,板楼,望城,0,148,12630元/平米
3室2厅 ,117.1平米,南,低楼层,暂无,,,,,,,开福,0,135,11529元/平米
3室2厅 ,117.1平米,南,中层,毛坯,2020年,有 ,商品房,普通住宅,平层,板楼,岳麓,0,351,29975元/平米
3室2厅 ,117.23平米,南,中楼层,暂无,,,,,,,望城,1,128,10919元/平米
3室2厅 ,117.24平米,南,高层,简装修,2000年,无 ,商品房,,,板楼,岳麓,0,154,13136元/平米
3室2厅 ,117.25平米,南,中层,精装修,2011年,有 ,个人产权,普通住宅,平层,钢混,天心,1,100,8529元/平米
3室2厅 ,117.25平米,南,中层,简装修,2010年,有 ,商品房,普通住宅,,板楼,天心,0,100,8529元/平米
3室2厅 ,117.25平米,南,低楼层,暂无,,,,,,,望城,0,135,11514元/平米
3室2厅 ,117.25平米,南,低层,精装修,2010年,无 ,个人产权,普通住宅,平层,平房,望城,0,122,10406元/平米
3室2厅 ,117.28平米,东南,中层,简装修,2012年,有 ,商品房,普通住宅,,板楼,天心,1,89.8,7657元/平米
3室2厅 ,117.28平米,南,高层,毛坯,2016年,有 ,个人产权,普通住宅,平层,板楼,开福,1,132,11256元/平米
3室2厅 ,117.28平米,南,低楼层,暂无,,,,,,,开福,1,132,11256元/平米
3室2厅 ,117.29平米,南,低层,精装修,2014年,有 ,商品房,普通住宅,平层,钢混,岳麓,1,95,8100元/平米
3室2厅 ,117.29平米,南,中层,精装修,2000年,有 ,商品房,普通住宅,,板楼,芙蓉,0,122,10402元/平米
3室2厅 ,117.29平米,西,高层,毛坯,2016年,无 ,经济适用房,普通住宅,开间,板楼,长沙县,0,59.5,5072元/平米
3室2厅 ,117.29平米,西,低层,精装修,2002年,有 ,商品房,普通住宅,,板楼,长沙县,0,59.5,5072元/平米
3室2厅 ,117.2平米,南,高层,简装修,2002年,无 ,个人产权,普通住宅,平层,,芙蓉,0,101.6,8669元/平米
3室2厅 ,117.2平米,南,中层,简装修,2008年,有 ,商品房,,,板楼,开福,0,100,8533元/平米
3室2厅 ,117.32平米,南,高楼层,暂无,,,,,,,岳麓,0,103,8780元/平米
3室2厅 ,117.36平米,南,中层,精装修,2001年,无 ,商品房,普通住宅,平层,板楼,芙蓉,1,103.1,8785元/平米
3室2厅 ,117.37平米,南,高层,精装修,2010年,有 ,个人产权,普通住宅,平层,板楼,开福,0,106.9,9108元/平米
3室2厅 ,117.37平米,南,中层,精装修,2012年,有 ,商品房,普通住宅,平层,板楼,开福,1,106.9,9108元/平米
3室2厅 ,117.37平米,南,中层,毛坯,2018年,有 ,商品房,普通住宅,平层,板楼,岳麓,0,260,22153元/平米
3室2厅 ,117.37平米,南,低层,精装修,2008年,有 ,商品房,普通住宅,,板楼,岳麓,1,275,23431元/平米
3室2厅 ,117.38平米,南,中楼层,暂无,,,,,,,芙蓉,0,99,8435元/平米
3室2厅 ,117.38平米,南,低楼层,暂无,,,,,,,芙蓉,0,110,9372元/平米
3室2厅 ,117.3平米,南,高层,精装修,2010年,有 ,个人产权,普通住宅,平层,板楼,天心,0,112,9549元/平米
3室2厅 ,117.43平米,南,高层,简装修,2002年,有 ,商品房,,,板楼,天心,0,80.6,6864元/平米
3室2厅 ,117.43平米,南,中层,精装修,2015年,有 ,商品房,普通住宅,平层,板楼,天心,1,80.6,6864元/平米
3室2厅 ,117.45平米,南,高层,毛坯,2015年,有 ,商品房,普通住宅,平层,板楼,开福,1,117,9962元/平米
3室2厅 ,117.46平米,南,中层,精装修,2020年,有 ,商品房,,,板楼,天心,1,149.5,12728元/平米
3室2厅 ,117.48平米,南,低层,精装修,2004年,有 ,商品房,普通住宅,平层,钢混,天心,0,161.6,13752元/平米
3室2厅 ,117.49平米,南,高层,简装修,2003年,无 ,商品房,普通住宅,平层,板楼,天心,1,61.8,5261元/平米
3室2厅 ,117.4平米,南,中层,毛坯,2019年,有 ,商品房,普通住宅,,板楼,开福,1,95,8092元/平米
3室2厅 ,117.4平米,南,低层,简装修,2000年,有 ,商品房(免税),普通住宅,平层,板楼,岳麓,0,150,12777元/平米
3室2厅 ,117.56平米,南,中层,简装修,2004年,无 ,商品房,普通住宅,平层,板楼,岳麓,0,162,13781元/平米
3室2厅 ,117.57平米,南,中层,毛坯,2017年,有 ,个人产权,普通住宅,平层,板楼,雨花,0,142.8,12146元/平米
3室2厅 ,117.59平米,南,低楼层,暂无,,,,,,,雨花,1,90,7654元/平米
3室2厅 ,117.5平米,南,中层,精装修,2015年,有 ,个人产权,普通住宅,平层,钢混,芙蓉,1,90,7660元/平米
3室2厅 ,117.5平米,南,低楼层,暂无,,,,,,,芙蓉,0,91.8,7813元/平米
3室2厅 ,117.5平米,南,中层,简装修,2010年,有 ,个人产权,普通住宅,平层,板楼,芙蓉,0,91.8,7813元/平米
3室2厅 ,117.61平米,东南,中楼层,暂无,,,,,,,望城,0,99.8,8486元/平米
3室2厅 ,117.61平米,南,低楼层,暂无,,,,,,,长沙县,1,98.8,8401元/平米
3室2厅 ,117.61平米,南,低层,精装修,2007年,有 ,个人产权,普通住宅,平层,板楼,长沙县,0,99.8,8486元/平米
3室2厅 ,117.66平米,南,中楼层,暂无,,,,,,,雨花,1,114,9689元/平米
3室2厅 ,117.68平米,东南,低层,简装修,2000年,无 ,商品房,普通住宅,平层,板楼,望城,1,130,11047元/平米
3室2厅 ,117.6平米,南,中层,精装修,2003年,有 ,商品房,,,板楼,长沙县,1,82,6973元/平米
3室2厅 ,117.6平米,南,低层,毛坯,2019年,有 ,商品房,普通住宅,,板楼,长沙县,1,130,11055元/平米
3室2厅 ,117.6平米,南,高层,中装修,1998年,无 ,个人产权,普通住宅,平层,板楼,岳麓,0,118,10035元/平米
3室2厅 ,117.71平米,南,高层,精装修,2003年,有 ,商品房,,,板楼,开福,0,80,6797元/平米
3室2厅 ,117.72平米,东南,低层,毛坯,2005年,无 ,个人产权,,平层,钢混,岳麓,0,110,9345元/平米
3室2厅 ,117.72平米,东南,高层,简装修,1995年,无 ,商品房,普通住宅,平层,板楼,岳麓,1,110,9345元/平米
3室2厅 ,117.72平米,南,中层,精装修,2015年,有 ,个人产权,普通住宅,平层,钢混,长沙县,0,65.8,5590元/平米
3室2厅 ,117.74平米,南,高层,中装修,2005年,无 ,个人产权,普通住宅,平层,砖混,雨花,0,128,10872元/平米
3室2厅 ,117.77平米,南,中楼层,暂无,,,,,,,雨花,1,106,9001元/平米
3室2厅 ,117.77平米,南,高层,豪华装修,2016年,无 ,商品房,普通住宅,平层,板楼,雨花,0,106,9001元/平米
3室2厅 ,117.79平米,南,中层,精装修,2019年,无 ,商品房,普通住宅,平层,板楼,雨花,0,106,9000元/平米
3室2厅 ,117.79平米,南,中层,中装修,2005年,有 ,个人产权,普通住宅,平层,钢混,雨花,1,106,9000元/平米
3室2厅 ,117.81平米,南,中层,毛坯,2020年,无 ,个人产权,普通住宅,平层,板楼,望城,0,91.8,7793元/平米
3室2厅 ,117.82平米,南,高层,中装修,2010年,有 ,个人产权,普通住宅,平层,板楼,天心,0,125,10610元/平米
3室2厅 ,117.86平米,东南,低楼层,暂无,,,,,,,天心,1,136,11540元/平米
3室2厅 ,117.86平米,东南,中层,简装修,2016年,有 ,商品房,普通住宅,,板楼,天心,1,136,11540元/平米
3室2厅 ,117.88平米,南,中楼层,暂无,,,,,,,芙蓉,1,153.3,13001元/平米
3室2厅 ,117.88平米,南,中层,精装修,2015年,有 ,商品房,,,板楼,雨花,0,135,11453元/平米
3室2厅 ,117.88平米,南,高层,精装修,2017年,无 ,个人产权,,平层,钢混,芙蓉,0,108,9162元/平米
3室2厅 ,117.88平米,南,中层,精装修,2005年,有 ,商品房,,平层,钢混,雨花,0,132,11198元/平米
3室2厅 ,117.88平米,南,中层,简装修,,无 ,个人产权,普通住宅,平层,板楼,芙蓉,1,93.5,7932元/平米
3室2厅 ,117.89平米,南,中层,中装修,2010年,无 ,商品房,普通住宅,错层,钢混,望城,0,82,6956元/平米
3室2厅 ,117.8平米,北,高层,豪华装修,,无 ,商品房,普通住宅,,,天心,0,119.9,10179元/平米
3室2厅 ,117.8平米,南,高楼层,暂无,,,,,,,天心,1,123.6,10493元/平米
3室2厅 ,117.8平米,南,高层,毛坯,2016年,有 ,经济适用房,普通住宅,,钢混,天心,1,142,12055元/平米
3室2厅 ,117.96平米,南,中层,中装修,2010年,无 ,商品房,普通住宅,平层,板楼,开福,1,89.9,7622元/平米
3室2厅 ,117.96平米,南,中楼层,暂无,,,,,,,长沙县,0,87,7376元/平米
3室2厅 ,117.9平米,南,中层,中装修,1995年,无 ,房改房,普通住宅,平层,板楼,岳麓,0,350,29687元/平米
3室2厅 ,117.9平米,南,高层,简装修,2005年,有 ,商品房,,,板楼,岳麓,0,265,22477元/平米
3室2厅 ,117平米,北,低层,精装修,2008年,有 ,个人产权,普通住宅,平层,板楼,长沙县,0,80.8,6906元/平米
3室2厅 ,117平米,东,中层,精装修,2004年,有 ,商品房,,,板楼,望城,1,120,10257元/平米
3室2厅 ,117平米,东南,高层,精装修,2008年,有 ,商品房,普通住宅,,板楼,长沙县,1,86,7351元/平米
3室2厅 ,117平米,东南,中层,暂无,2004年,无 ,个人产权,普通住宅,平层,钢混,长沙县,1,139.5,11924元/平米
3室2厅 ,117平米,东南,高层,中装修,2006年,有 ,个人产权,普通住宅,平层,板楼,天心,0,116,9915元/平米
3室2厅 ,117平米,南,中层,中装修,2011年,有 ,个人产权,普通住宅,平层,钢混,芙蓉,0,94.8,8103元/平米
3室2厅 ,117平米,南,低层,豪华装修,2004年,有 ,商品房,,,板楼,雨花,0,112,9573元/平米
3室2厅 ,117平米,南,低层,精装修,2002年,无 ,商品房,普通住宅,平层,钢混,岳麓,1,110,9402元/平米
3室2厅 ,117平米,南,中层,简装修,2000年,有 ,商品房,普通住宅,,板楼,岳麓,0,110,9402元/平米
3室2厅 ,117平米,南,低层,简装修,2001年,无 ,商品房,,,板楼,长沙县,1,91,7778元/平米
3室2厅 ,117平米,南,中层,简装修,2005年,有 ,个人产权,,复式,,望城,0,116,9915元/平米
3室2厅 ,117平米,南,低层,毛坯,2020年,无 ,商品房,普通住宅,平层,板楼,岳麓,0,194,16582元/平米
3室2厅 ,117平米,南,中层,精装修,2007年,无 ,个人产权,普通住宅,平层,钢混,长沙县,1,130,11112元/平米
3室2厅 ,117平米,南,低层,精装修,2006年,无 ,商品房,,,板楼,长沙县,1,128.6,10992元/平米
3室2厅 ,117平米,南,高层,简装修,2004年,有 ,商品房,普通住宅,,板楼,岳麓,1,193.9,16573元/平米
3室2厅 ,117平米,南,高层,精装修,2004年,有 ,商品房,普通住宅,,,岳麓,0,290,24787元/平米
3室2厅 ,117平米,南,中层,毛坯,2015年,有 ,商品房,普通住宅,平层,板楼,天心,0,68,5812元/平米
3室2厅 ,117平米,南,低层,简装修,2008年,有 ,商品房,普通住宅,,,开福,0,102,8718元/平米
3室2厅 ,117平米,南,中层,精装修,2020年,无 ,商品房,普通住宅,平层,板楼,长沙县,0,98,8377元/平米
3室2厅 ,117平米,南,低层,简装修,2005年,无 ,个人产权,普通住宅,平层,钢混,岳麓,0,111,9488元/平米
3室2厅 ,117平米,南,中层,中装修,2009年,无 ,个人产权,普通住宅,平层,板楼,长沙县,0,126.8,10838元/平米
3室2厅 ,117平米,南,中层,精装修,2021年,有 ,商品房,普通住宅,平层,塔板结合,长沙县,0,91,7778元/平米
